emp_no,first_name,last_name,salary,from_date,to_date,title
222996,Caolyn,Reutenauer,97913,1996-08-30,1997-08-30,Staff
223087,Tesuya,Beetstra,40000,1994-06-28,1995-06-28,Engineer
223113,Gilbert,Wielonsky,58368,1992-08-02,1993-08-02,Senior Staff
223788,Jinya,Olivero,50891,1991-03-07,1992-03-06,Engineer
223862,Geoff,Michaeli,64392,1991-09-12,1992-09-11,Senior Staff
224394,Isaac,Sanella,79293,1988-09-09,1989-09-09,Senior Staff
224548,Radhakrishnan,Schaar,45481,1996-01-03,1997-01-02,Engineer
224601,Zvonko,Karnin,55571,1992-04-25,1993-04-25,Technique Leader
224780,Mong,Vecchio,40861,1988-09-09,1989-09-09,Engineer
225139,Radhakrishnan,Albarhamtoshy,40000,1988-10-17,1989-10-17,Senior Staff
225558,Manibrata,Vesel,52109,1991-04-08,1992-04-07,Senior Staff
226330,Denny,Mitsuhashi,40000,1992-03-21,1993-03-21,Engineer
226498,Oguz,Alpay,50650,1991-04-08,1992-04-07,Senior Engineer
226829,Godehard,Gihr,45223,1992-08-02,1993-08-02,Senior Staff
227008,Gina,Erva,40000,1989-12-17,1990-12-17,Engineer
227153,Rafols,Muhlberg,40000,1996-08-30,1997-08-30,Engineer
229709,Shimshon,Perl,47771,1988-10-17,1989-10-17,Assistant Engineer
229819,Zhenbing,Delgrande,53781,1988-09-09,1989-09-09,Technique Leader
230611,Gina,Szmurlo,63635,1996-08-30,1997-08-30,Engineer
230906,Qunsheng,Marchegay,50033,1988-09-09,1989-09-09,Senior Staff
231601,Miquel,Peek,45236,1992-09-08,1993-09-08,Senior Staff
232806,Owen,Demizu,40000,1996-01-03,1997-01-02,Senior Engineer
232847,Aemilian,Savasere,70973,1994-06-28,1995-06-28,Staff
233057,Sibyl,Molenaar,46294,1996-08-30,1997-08-30,Engineer
233088,Arnd,DuBourdieux,40000,1988-09-09,1989-09-09,Senior Staff
233526,Yuchang,Comyn,40000,1992-09-08,1993-09-08,Engineer
233739,Debatosh,Dratva,62558,1991-09-12,1992-09-11,Senior Staff
233937,Pradeep,Picht,52374,1992-09-08,1993-09-08,Staff
234987,Martien,Demeyer,52118,1994-06-28,1995-06-28,Technique Leader
235597,Makato,Kobara,40000,1991-04-08,1992-04-07,Engineer
235904,Saddek,Desikan,90262,1992-03-21,1993-03-21,Senior Staff
235935,Duke,Merle,43972,1989-12-17,1990-12-17,Senior Staff
236904,Turgut,Gimbel,41624,1991-03-07,1992-03-06,Technique Leader
236923,Shigehiro,Plotkin,66412,1991-03-07,1992-03-06,Senior Staff
236930,Brewster,Passafiume,49571,1992-04-25,1993-04-25,Technique Leader
237385,Valeska,Danecki,42628,1991-03-07,1992-03-06,Senior Engineer
237394,Shimshon,Falco,40000,1992-04-25,1993-04-25,Technique Leader
237816,Ortrud,Conia,59944,1991-03-07,1992-03-06,Engineer
237907,Oldrich,Quittner,58696,1989-12-17,1990-12-17,Senior Engineer
238028,Chiranjit,Farrow,107297,1991-04-08,1992-04-07,Senior Staff
238336,Masali,Docker,73466,1991-10-01,1992-09-30,Engineer
238719,Toshimi,Hambrick,50558,1994-06-28,1995-06-28,Engineer
238893,Sadun,Serna,40000,1992-03-21,1993-03-21,Technique Leader
239149,Hongzhu,Bale,53446,1989-05-06,1990-05-06,Engineer
239664,Sugwoo,Michaels,40000,1992-08-02,1993-08-02,Engineer
240048,Xiaobin,Boissier,70959,1989-12-17,1990-12-17,Senior Staff
240429,Yishay,Pepe,40491,1992-08-02,1993-08-02,Engineer
240681,Gio,Murthy,55884,1992-08-02,1993-08-02,Engineer
241023,Shuky,Kaiser,40000,1992-08-02,1993-08-02,Engineer
241125,Anwar,Gulak,54615,1996-01-03,1997-01-02,Engineer
241347,Nectarios,Farrar,44642,1994-06-28,1995-06-28,Engineer
242223,Achilleas,Cangellaris,68159,1989-12-17,1990-12-17,Technique Leader
242931,Ewing,Gadepally,47516,1989-12-17,1990-12-17,Senior Staff
242941,Dung,Klassen,48251,1994-06-28,1995-06-28,Senior Staff
243712,Kyoichi,Lorys,40000,1988-10-17,1989-10-17,Senior Staff
243755,Oguz,Cummings,41387,1992-03-21,1993-03-21,Engineer
243946,Selwyn,Varker,82401,1992-08-02,1993-08-02,Engineer
244572,Georgy,Litzler,64182,1992-09-08,1993-09-08,Engineer
244750,Gaurav,Kamble,40000,1988-10-17,1989-10-17,Technique Leader
245626,Jamaludin,Mahmud,52347,1988-10-17,1989-10-17,Senior Staff
245996,Zdislav,Munch,54791,1996-01-03,1997-01-02,Engineer
246840,Stamatina,Pero,56730,1991-09-12,1992-09-11,Engineer
247671,Mizuhito,Varman,40000,1996-01-03,1997-01-02,Engineer
247741,Padma,Vigier,40000,1991-09-12,1992-09-11,Technique Leader
247912,Wilmer,Smailagic,45638,1989-05-06,1990-05-06,Engineer
247977,Pranav,Valtorta,47392,1991-04-08,1992-04-07,Engineer
248102,Divine,Barinka,55813,1996-08-30,1997-08-30,Engineer
248878,Arve,Paciorek,40000,1992-08-02,1993-08-02,Senior Staff
249363,True,Vandervoorde,67254,1994-06-28,1995-06-28,Engineer
249659,Chuanti,Ramras,40000,1991-03-07,1992-03-06,Engineer
249746,Magdalena,Neimat,45027,1988-09-09,1989-09-09,Assistant Engineer
250739,Bilhanan,Farris,63848,1994-06-28,1995-06-28,Engineer
251301,Pintsang,Impagliazzo,51640,1989-05-06,1990-05-06,Senior Staff
251722,Mabry,Choobineh,42686,1989-05-06,1990-05-06,Engineer
252722,Domenico,Melski,76236,1989-05-06,1990-05-06,Senior Staff
253533,Utz,Capobianchi,40000,1992-04-25,1993-04-25,Engineer
254251,Zhiguo,Brodal,40000,1992-08-02,1993-06-05,Senior Engineer
254391,Kristian,Basagni,56371,1991-03-07,1992-03-06,Senior Staff
254563,Boaz,Dulin,56737,1994-06-28,1995-06-28,Senior Staff
254619,Aiichiro,Picht,45735,1989-12-17,1990-12-17,Senior Staff
254796,Rosli,Carrera,88242,1992-03-21,1993-03-21,Senior Staff
255215,Ohad,Farris,46937,1991-10-01,1992-09-30,Senior Staff
255924,Nikolaos,Felcyn,40000,1991-10-01,1992-09-30,Senior Staff
256083,Arra,Luga,53657,1992-03-21,1993-03-21,Senior Engineer
256308,Zdislav,Niizuma,40000,1991-04-08,1992-04-07,Senior Staff
256480,Demos,Ghemri,51574,1988-10-17,1989-10-17,Engineer
256548,Nahid,Karunanithi,53460,1991-10-01,1992-09-30,Staff
256824,Thodoros,Sidhu,40000,1996-08-30,1997-08-30,Senior Engineer
257325,Arco,Heinisuo,49024,1992-09-08,1993-09-08,Engineer
257447,Shuji,Pettit,53300,1989-12-17,1990-12-17,Assistant Engineer
257766,Sergi,Laventhal,47058,1992-03-21,1993-03-21,Engineer
257973,Mingzeng,Keustermans,75669,1988-09-09,1989-09-09,Senior Staff
258539,Kristof,Slobodova,41026,1989-12-17,1990-12-17,Engineer
259005,Emran,Heuter,73010,1989-12-17,1990-12-17,Senior Staff
259641,Matk,Mullainathan,47643,1991-10-01,1992-09-30,Senior Engineer
260088,Frazer,Aloisi,62763,1992-09-08,1993-09-08,Staff
260096,Mingzeng,Menhoudj,41576,1994-06-28,1995-06-28,Engineer
260645,Carrsten,Brickell,47887,1996-01-03,1997-01-02,Assistant Engineer
260708,Arlette,Kaiserswerth,40000,1996-01-03,1997-01-02,Senior Engineer
260749,Masamitsu,Pashtan,54826,1992-03-21,1993-03-21,Senior Staff
260962,Debatosh,Peres,55506,1991-03-07,1992-03-06,Senior Staff
261118,KayLiang,Sridhar,66163,1992-08-02,1993-08-02,Engineer
261447,Mabhin,Peyn,49570,1996-01-03,1997-01-02,Staff
261630,Ung,Lipner,40000,1989-05-06,1990-05-06,Engineer
262292,Hyuckchul,Cardazo,54794,1994-06-28,1995-06-28,Staff
263073,Kensyu,Shobatake,40000,1992-03-21,1993-03-21,Assistant Engineer
263172,Lobel,Jansch,49218,1992-08-02,1993-08-02,Engineer
263533,Susanna,Samarati,40000,1991-04-08,1992-04-07,Senior Engineer
264105,Rasikan,Lichtman,62099,1996-01-03,1997-01-02,Staff
264639,Wojceich,Linnainmaa,40000,1989-05-06,1990-05-06,Senior Engineer
264698,Nakhoon,McFarlan,47216,1994-06-28,1995-06-28,Senior Staff
264875,Visit,Usery,40000,1992-09-08,1993-09-08,Senior Engineer
265638,Sanjeeva,Yurek,95422,1992-09-08,1993-09-08,Staff
266549,Koichi,Ohori,48938,1992-08-02,1993-08-02,Staff
266623,Abdulla,Carrera,43294,1988-10-17,1989-10-17,Senior Engineer
267022,Satyanarayana,Vendrig,52421,1992-04-25,1993-04-25,Engineer
267238,Adamantios,Rosen,40000,1989-05-06,1990-05-06,Assistant Engineer
267459,Sreekrishna,Rissanen,40000,1991-10-01,1992-09-30,Technique Leader
268437,Toshiko,Naumovich,47879,1994-06-28,1995-06-28,Technique Leader
268521,Kasturi,Ginesta,67551,1991-10-01,1992-09-30,Senior Staff
269308,Mang,Binding,50239,1989-12-17,1990-12-17,Engineer
269535,Nadjib,Georgakopoulos,41065,1994-06-28,1995-06-28,Senior Engineer
269655,Kenroku,Pileggi,48972,1991-09-12,1992-09-11,Staff
269982,Aiichiro,Sundgren,76162,1992-03-21,1993-03-21,Senior Staff
270225,Tremaine,Tokunaga,40000,1991-09-12,1992-09-11,Senior Staff
270369,Baruch,Slobodova,86095,1991-09-12,1992-09-11,Senior Staff
270569,Xinglin,Foote,60024,1992-09-08,1993-09-08,Engineer
270742,Takahito,Merlo,40000,1992-03-21,1993-03-21,Engineer
270834,Dulce,Rande,40000,1992-03-21,1993-03-21,Senior Engineer
270923,Boriana,Lund,64487,1989-05-06,1990-05-06,Senior Staff
270971,Aemilian,Vuskovic,40000,1996-01-03,1997-01-02,Assistant Engineer
271625,Arumugam,Danner,46598,1992-03-21,1993-03-21,Assistant Engineer
271919,Christophe,Ranta,40000,1992-04-25,1993-04-25,Engineer
272762,Kokou,Kamber,56061,1991-09-12,1992-09-11,Senior Staff
273491,Tsz,Pappas,40000,1992-08-02,1993-08-02,Assistant Engineer
273656,Aleksander,Sankaranarayanan,43621,1988-09-09,1989-09-09,Engineer
273843,Arvin,Beetstra,41529,1988-10-17,1989-10-17,Engineer
274285,Temple,Perko,52827,1992-04-25,1993-04-25,Senior Staff
274726,Kristine,Crouzet,49616,1988-10-17,1989-10-17,Senior Staff
274733,Jixiang,Ozeki,64594,1992-09-08,1993-09-08,Senior Engineer
275256,Gudjon,Emmart,43348,1991-04-08,1992-04-07,Engineer
275261,Gita,Thisen,40000,1992-04-25,1993-04-25,Senior Engineer
275688,Arno,Mamelak,90045,1991-03-07,1992-03-06,Senior Staff
276184,Mari,Swick,77922,1991-04-08,1992-04-07,Senior Staff
276732,Uri,Melski,40000,1991-04-08,1992-04-07,Senior Engineer
276895,Sanjay,Rosiles,48217,1992-08-02,1993-08-02,Senior Staff
277181,Ziyad,Benaini,44707,1988-10-17,1989-10-17,Engineer
277302,Rosli,Shokrollahi,40121,1991-10-01,1992-09-30,Engineer
277615,Radhika,Calkin,72017,1988-10-17,1989-10-17,Engineer
277755,Shahar,Facello,40000,1992-03-21,1993-03-21,Senior Engineer
277843,Gil,Ligten,80316,1991-03-07,1992-03-06,Senior Staff
278572,Serif,Fordan,45947,1989-05-06,1990-05-06,Senior Staff
278575,Van,Boreale,57132,1992-08-02,1993-08-02,Engineer
278967,Arch,Candan,48090,1992-03-21,1993-03-21,Senior Staff
279829,Iara,Stille,85334,1996-01-03,1997-01-02,Staff
279961,Wanqing,Kornyak,48820,1992-09-08,1993-09-08,Senior Staff
280331,Rafael,Sudkamp,40000,1994-06-28,1995-06-28,Engineer
280849,Mats,Dusink,40000,1992-04-25,1993-04-25,Senior Staff
280871,Khue,Cronin,70205,1989-05-06,1990-05-06,Senior Staff
281126,Yinghua,Serre,61300,1992-04-25,1993-04-25,Senior Engineer
281832,Christoper,Theuretzbacher,63703,1991-03-07,1992-03-06,Senior Engineer
282064,Dipankar,Terwilliger,70312,1996-01-03,1997-01-02,Senior Engineer
282935,Zhenhua,Reutenauer,40000,1992-08-02,1993-08-02,Engineer
283144,Zeydy,Besancenot,40000,1996-08-30,1997-08-30,Engineer
283177,Alassane,Cappelli,68262,1989-05-06,1990-05-06,Senior Staff
283498,Fox,Schlenzig,40000,1989-05-06,1990-05-06,Senior Staff
283611,Zijian,Renear,71872,1992-03-21,1993-03-21,Senior Staff
283639,Valeri,Erie,63946,1989-05-06,1990-05-06,Engineer
283664,Willard,Wilharm,60430,1989-12-17,1990-12-17,Engineer
284546,Sadok,Ouhyoung,46672,1991-04-08,1992-04-07,Engineer
284694,Odysseas,Hinsberger,61584,1992-03-21,1993-03-21,Engineer
284971,Arlette,Makinen,61608,1996-01-03,1997-01-02,Senior Staff
285378,Ymte,Jarecki,43497,1991-04-08,1992-04-07,Senior Staff
285392,Tzvetan,Cannane,40000,1991-04-08,1992-04-07,Senior Staff
285508,Gopalakrishnan,Billingsley,40000,1992-08-02,1993-08-02,Technique Leader
286693,Dzung,Apsitis,40000,1989-12-17,1990-12-17,Senior Staff
286960,Maris,Cullers,58702,1991-04-08,1992-04-07,Senior Engineer
287073,Morrie,Dichev,40000,1991-10-01,1992-09-30,Engineer
287195,Mabhin,Perly,49700,1988-10-17,1989-10-17,Technique Leader
287205,Kwangyoen,Ciolek,51806,1992-09-08,1993-09-08,Technique Leader
287502,Atreyi,Vingron,71487,1988-09-09,1989-09-09,Senior Staff
287512,Guadalupe,Bashian,40000,1988-10-17,1989-10-17,Engineer
287536,Bedrich,Kushnir,93454,1991-10-01,1992-09-30,Senior Staff
288879,Ugo,Baar,40000,1994-06-28,1995-06-28,Staff
289518,True,Schreiter,40000,1991-04-08,1992-04-07,Engineer
290796,Kotesh,Oxman,64766,1991-03-07,1992-03-06,Senior Staff
290956,Adam,Garnham,44183,1989-05-06,1990-05-06,Senior Staff
291092,Yoshimitsu,VanScheik,48026,1991-03-07,1992-03-06,Senior Staff
291711,Khaled,Conti,61282,1996-08-30,1997-08-30,Engineer
291725,Inderjeet,Toyoshima,40000,1996-08-30,1997-06-14,Assistant Engineer
292034,Kwee,Litzler,40000,1989-05-06,1990-05-06,Senior Engineer
292169,Qingxiang,Bhattacharjee,59307,1992-04-25,1993-04-25,Staff
292421,Bernardo,Prenel,69523,1988-10-17,1989-10-17,Senior Staff
293062,Mayumi,Antonisse,40000,1996-08-30,1997-08-30,Engineer
293240,Dante,Mahnke,40000,1991-09-12,1992-09-11,Assistant Engineer
293956,Shigeaki,Biron,81133,1991-10-01,1992-09-30,Engineer
294598,Mabry,Kabayashi,56159,1989-12-17,1990-12-17,Engineer
294731,Odysseas,Zastre,76874,1989-12-17,1990-12-17,Senior Staff
295084,Masako,Isard,40000,1994-06-28,1995-06-28,Senior Staff
296121,Arie,Puppe,50131,1989-12-17,1990-12-17,Senior Staff
296618,Tokuyasu,Leaver,71218,1991-09-12,1992-09-11,Senior Staff
296805,Arvin,Schonegge,50944,1992-09-08,1993-09-08,Engineer
297269,Francoise,Shanbhogue,42496,1991-09-12,1992-09-11,Senior Staff
297365,Danny,Alpin,40000,1996-01-03,1997-01-02,Engineer
297472,Edwin,Picel,40000,1989-12-17,1990-12-17,Engineer
298423,Charmane,Schueller,41947,1991-10-01,1992-09-30,Engineer
298607,Sailaja,Bultermann,53576,1991-03-07,1992-03-06,Technique Leader
299047,Tokuyasu,Honiden,40000,1996-08-30,1997-08-30,Staff
299310,Arra,Kolvik,71683,1991-10-01,1992-09-30,Senior Staff
299654,Kirk,Huttel,58223,1992-04-25,1993-04-25,Engineer
299982,Juichirou,Hiraishi,59296,1989-12-17,1990-12-17,Senior Staff
400095,Hein,Schueller,40000,1992-04-25,1993-04-25,Staff
401464,Marl,Kobuchi,41074,1989-05-06,1990-05-06,Engineer
401572,Rimon,Bressoud,75274,1991-03-07,1992-03-06,Engineer
401734,Parviz,Borovoy,40000,1989-05-06,1990-05-06,Senior Staff
402234,Shaleah,Bratten,40000,1991-03-07,1992-03-06,Staff
402698,Manton,Dechter,96037,1989-12-17,1990-12-17,Engineer
402868,Mitchel,Gimbel,40186,1989-05-06,1990-05-06,Engineer
403042,Lunjin,Gubsky,89627,1989-12-17,1990-12-17,Senior Staff
403141,Anyuan,Hofting,40000,1996-01-03,1997-01-02,Senior Staff
404261,Jeanne,Gniady,100031,1996-01-03,1997-01-02,Staff
405076,Marit,Baby,53131,1991-03-07,1992-03-06,Senior Engineer
405357,Sorina,Bratten,53024,1994-06-28,1995-06-28,Senior Engineer
405400,Gretta,Mandelberg,40000,1994-06-28,1995-06-28,Engineer
405866,Georg,Taubenfeld,40000,1991-04-08,1992-04-07,Senior Staff
405972,Xiaoheng,Vecchi,40000,1988-10-17,1989-10-17,Technique Leader
406184,Arnould,Luby,50888,1992-03-21,1993-03-21,Engineer
406262,Basem,Baja,44082,1996-08-30,1997-08-30,Engineer
406475,Shushma,Spinelli,48821,1991-04-08,1992-04-07,Senior Staff
407053,Yuchang,Ariola,50207,1991-09-12,1992-09-11,Engineer
407054,Wonhee,Azulay,68607,1991-04-08,1992-04-07,Technique Leader
407196,Cheong,Horswill,46860,1996-01-03,1997-01-02,Senior Staff
407625,Susanna,Brandsma,73609,1994-06-28,1995-06-28,Senior Staff
407647,Roselyn,Chaudhury,45254,1992-03-21,1993-03-21,Senior Staff
408203,Ramalingam,Uchoa,40000,1991-09-12,1992-09-11,Engineer
408269,Jessie,Hebert,61785,1992-09-08,1993-09-08,Senior Staff
408479,Elvia,Gente,40000,1991-10-01,1992-09-30,Senior Engineer
408571,Suebskul,Sinitsyn,40000,1991-10-01,1992-09-30,Senior Staff
408960,Vishu,Kushnir,52552,1991-04-08,1992-04-07,Assistant Engineer
409489,Akemi,Sridhar,40000,1991-09-12,1992-09-11,Technique Leader
409502,George,Orsini,40000,1992-09-08,1993-09-08,Assistant Engineer
409682,Fuqing,Bhattacharjee,40000,1996-01-03,1997-01-02,Senior Engineer
410160,Chandrasekaran,Kropf,49292,1996-01-03,1997-01-02,Engineer
410366,Shigeo,Pettit,59177,1989-12-17,1990-06-04,Assistant Engineer
410375,Ymte,Rossi,55867,1991-09-12,1992-09-11,Senior Staff
410660,Chinhyun,Rusmann,61244,1989-05-06,1990-05-06,Senior Staff
410688,Christ,Pargaonkar,40000,1996-01-03,1996-10-18,Engineer
411580,Shan,Parveen,52257,1992-03-21,1993-02-26,Senior Staff
411955,Aron,Thummel,46772,1991-09-12,1992-09-11,Staff
412178,Alselm,Bresenham,66502,1991-09-12,1992-09-11,Engineer
412514,Yagil,Melski,56232,1996-08-30,1997-08-30,Senior Staff
412518,Leni,Oxman,40000,1996-01-03,1997-01-02,Senior Engineer
412938,Xuejun,Tempesti,50698,1992-09-08,1993-09-08,Engineer
412942,Gian,Percebois,40000,1994-06-28,1995-06-28,Senior Staff
413075,Adamantios,Tempesti,78433,1996-08-30,1997-08-30,Senior Staff
413291,Shakhar,Gubsky,56170,1992-09-08,1993-09-08,Engineer
413888,Spyrose,Ranze,68273,1992-09-08,1993-09-08,Senior Staff
414183,Cathie,Furedi,40000,1992-08-02,1993-08-02,Senior Staff
414237,Aria,Menhardt,59248,1992-03-21,1993-03-21,Engineer
414362,Tzvetan,Vakili,67317,1996-01-03,1997-01-02,Senior Engineer
414638,Zeydy,Gill,52044,1992-09-08,1993-09-08,Senior Staff
414837,Falguni,Fandrianto,80103,1996-01-03,1997-01-02,Engineer
414852,Aris,Strandh,79338,1989-12-17,1990-12-17,Senior Staff
414926,Mohua,Limongiello,69389,1996-08-30,1997-08-30,Senior Staff
414967,Kirk,Marwedel,40000,1991-09-12,1992-09-11,Senior Staff
415228,Tayeb,Msuda,40000,1991-10-01,1992-09-30,Assistant Engineer
415360,Khalil,Berendt,59238,1994-06-28,1995-06-28,Technique Leader
415403,Uri,Masand,60929,1996-01-03,1997-01-02,Staff
415487,Shirish,Klassen,66970,1996-01-03,1997-01-02,Staff
415874,Naftaly,Rando,78817,1991-03-07,1992-03-06,Senior Staff
415912,Gadiel,Begiun,67977,1988-09-09,1989-09-09,Engineer
416378,Yishay,Bahi,40000,1989-12-17,1990-12-17,Engineer
416691,Kellie,Terlouw,64088,1992-04-25,1993-04-25,Senior Staff
416891,Kien,Conia,40000,1996-08-30,1997-08-30,Staff
417689,Genevieve,Levasseur,83079,1992-04-25,1993-04-25,Senior Staff
417847,Yolla,Cardazo,61711,1996-08-30,1997-08-30,Staff
417867,Baziley,Cheshire,64559,1989-12-17,1990-12-17,Senior Staff
418000,Yuichiro,Alpin,82805,1988-10-17,1989-10-17,Senior Staff
418291,Abdulla,Verspoor,40037,1991-10-01,1992-03-30,Engineer
418548,Pranay,Molenkamp,47042,1996-08-30,1997-08-30,Engineer
418575,Emdad,Sadowski,69803,1992-03-21,1993-03-21,Engineer
418609,Tomoyuki,Etalle,56774,1989-12-17,1990-12-17,Senior Staff
418671,Xiaoshan,Calkin,62129,1988-10-17,1989-10-17,Senior Staff
419513,Kerhong,Schoegge,49972,1994-06-28,1995-06-28,Staff
419959,Arlette,Back,69888,1994-06-28,1995-06-28,Engineer
420415,Olivera,Vitiello,79065,1991-10-01,1992-09-30,Senior Staff
420568,Subir,Solares,50784,1991-09-12,1992-09-11,Engineer
421238,Mayumi,Rijckaert,40000,1996-08-30,1996-11-13,Engineer
421681,Conor,Radwan,40000,1991-10-01,1992-09-30,Senior Staff
421890,Udi,Casley,40000,1991-10-01,1992-09-30,Engineer
421967,Fumitake,McDermid,60308,1996-08-30,1997-01-25,Staff
421969,Shuichi,Beilner,40000,1992-04-25,1993-04-25,Staff
422062,Ramachenga,Yemenis,40489,1992-09-08,1993-09-08,Senior Staff
422448,Ugo,Swick,74097,1992-03-21,1993-03-21,Senior Staff
422873,Elgin,Iwayama,97451,1996-01-03,1997-01-02,Senior Staff
423193,Morris,Heydon,81850,1996-08-30,1997-08-30,Staff
423572,Chrisa,Rosin,40000,1988-10-17,1989-10-17,Engineer
423574,Ferdinand,Byoun,62212,1988-10-17,1989-10-17,Senior Staff
423611,Sariel,Perna,53767,1991-03-07,1992-03-06,Engineer
424117,Maren,Kuhnemann,40000,1988-10-17,1989-10-17,Engineer
424357,Annemarie,Bernick,71715,1994-06-28,1995-06-28,Senior Engineer
424681,Aamod,Goodrum,40000,1989-12-17,1990-12-17,Senior Engineer
424807,Conal,Francisci,82786,1991-03-07,1992-03-06,Assistant Engineer
424873,Nathalie,Decaestecker,40000,1991-09-12,1992-09-11,Engineer
425045,Mabry,Conde,43977,1996-01-03,1997-01-02,Engineer
425430,Mansur,Vickson,40945,1994-06-28,1995-06-28,Engineer
425809,Piyawadee,Luan,40000,1988-10-17,1989-10-17,Engineer
425892,Constantine,Uhrik,69990,1992-04-25,1993-04-25,Senior Staff
425998,Guiseppe,Brandsma,40000,1991-09-12,1992-09-11,Engineer
426497,Sanjai,Streit,67074,1989-12-17,1990-12-17,Senior Staff
426723,Shmuel,Rosis,40000,1996-08-30,1997-08-30,Staff
427217,Jaewoo,Melski,60654,1989-12-17,1990-12-17,Assistant Engineer
428314,Mario,Plotkin,61016,1991-09-12,1992-09-11,Engineer
428828,Claudi,Trumbly,61652,1992-03-21,1993-03-21,Senior Staff
430022,Shahaf,Iivonen,41081,1988-09-09,1989-09-09,Engineer
430292,Xudong,Sinicrope,45703,1992-04-25,1993-04-25,Senior Staff
430430,Wayne,Erez,40000,1996-01-03,1997-01-02,Technique Leader
430468,Chanjung,Peres,73726,1991-10-01,1992-09-30,Senior Staff
431310,Michaela,Candan,77215,1991-09-12,1992-09-11,Senior Staff
431664,Bikash,Khasidashvili,51267,1992-08-02,1993-08-02,Senior Engineer
431881,Sibyl,Wegerle,46167,1992-04-25,1993-04-25,Senior Staff
433203,Shigenori,Cappelli,71506,1988-09-09,1989-09-09,Senior Staff
433361,Yoshinari,Atrawala,66657,1991-03-07,1992-03-06,Senior Staff
434307,Sudhanshu,Sundgren,40000,1992-04-25,1993-04-25,Engineer
435539,Sachar,Kakkar,65126,1991-03-07,1991-06-15,Staff
436177,Weijing,Rikino,40000,1988-10-17,1989-10-17,Technique Leader
436516,Premsyl,Serov,62391,1991-10-01,1992-09-30,Senior Staff
436620,Shalesh,Chartres,40000,1992-03-21,1993-03-21,Senior Staff
436665,Eben,Thombley,45353,1992-08-02,1993-08-02,Engineer
437245,Gro,Baezner,67154,1989-12-17,1990-12-17,Senior Staff
438674,Shahid,Cannata,59188,1991-03-07,1992-03-06,Engineer
438903,Heping,Matzov,40000,1991-03-07,1992-03-06,Engineer
439019,Volkmar,Levergood,58387,1994-06-28,1995-06-28,Senior Staff
439025,Jaques,Templeman,40000,1991-03-07,1992-03-06,Senior Engineer
439789,Almudena,Liedekerke,40000,1988-10-17,1989-10-17,Senior Engineer
439867,Kwun,McClurg,40000,1991-04-08,1992-04-07,Senior Staff
440866,Kenton,Rosaz,46637,1991-04-08,1992-04-07,Senior Engineer
441136,Kenroku,Negoita,64916,1989-12-17,1990-12-17,Senior Staff
441270,Kellie,Remmers,62078,1988-09-09,1989-09-09,Engineer
441286,Gadiel,Miake,57923,1991-09-12,1992-09-11,Senior Staff
441398,Chiradeep,Eiter,47380,1992-09-08,1993-09-08,Senior Staff
441502,Abdelghani,Vingron,59143,1988-10-17,1989-10-17,Staff
442362,Hailing,Alpin,93306,1991-03-07,1992-03-06,Senior Staff
442829,Fay,Selvestrel,77854,1989-05-06,1990-05-06,Senior Staff
444192,Seshu,Hambrick,53427,1989-05-06,1990-05-06,Senior Staff
444592,Martien,Denos,40000,1991-09-12,1992-09-11,Engineer
444742,Moriyoshi,Fadgyas,40000,1988-09-09,1989-09-09,Senior Staff
444956,Xiaoshan,Gadepally,40000,1996-08-30,1997-08-30,Engineer
445026,Kitty,Kohling,48687,1996-01-03,1997-01-02,Senior Engineer
445192,Huican,DiGiano,47379,1992-08-02,1993-08-02,Engineer
445557,Karsten,Benveniste,40000,1991-09-12,1992-09-11,Senior Staff
445642,Kayoko,Simmen,49912,1991-04-08,1992-04-07,Senior Staff
446606,Odysseas,Merey,56428,1992-08-02,1993-08-02,Senior Staff
446637,Pohua,Beerel,40000,1991-04-08,1992-04-07,Senior Engineer
446937,Maik,Lamba,77159,1988-09-09,1989-09-09,Senior Staff
447015,Weicheng,Sudbeck,59004,1994-06-28,1995-06-28,Assistant Engineer
447088,Hironobu,Zeilberger,68164,1991-09-12,1992-09-11,Senior Staff
448036,Vasiliy,Peron,40000,1988-09-09,1989-09-09,Engineer
448146,Uri,McConalogue,40000,1996-01-03,1997-01-02,Engineer
448231,Goncalo,Bauknecht,68530,1992-03-21,1993-03-21,Senior Staff
449141,Yuqun,Szmurlo,40000,1989-05-06,1990-05-06,Engineer
449813,Bodh,Langford,77889,1988-10-17,1989-10-17,Assistant Engineer
449842,Billie,Reinhart,46811,1991-10-01,1992-09-30,Senior Staff
450064,Macha,Sommen,54471,1996-08-30,1997-08-30,Engineer
451099,Tadahiko,Bouloucos,40000,1991-03-07,1992-03-06,Engineer
451211,Nidapan,Zeilberger,40000,1988-10-17,1989-10-17,Engineer
451566,Khun,Bruckman,42098,1991-03-07,1992-03-06,Senior Staff
452221,Xinyu,Hainaut,65502,1988-09-09,1989-09-09,Senior Staff
453812,Rosella,Senzako,72127,1988-09-09,1989-09-09,Engineer
454700,Yuuichi,Tiemann,40000,1992-04-25,1993-04-25,Senior Staff
455027,Weiwu,Raoux,58648,1988-09-09,1989-09-09,Senior Staff
455170,Sumali,Schusler,113674,1988-09-09,1989-09-09,Senior Staff
455295,Christ,Luks,53499,1992-04-25,1993-04-25,Technique Leader
455299,Aiichiro,Thibadeau,40000,1992-09-08,1993-09-08,Engineer
455907,Ortrud,Kalloufi,40000,1988-09-09,1989-09-09,Senior Engineer
